Tahun;Provinsi;Kabupaten/Kota;Timbulan Sampah Tahunan(ton);Sisa Makanan (%);Kayu-Ranting (%);Kertas-Karton (%);Plastik(%);Logam(%);Kain(%);Karet- Kulit (%);Kaca(%);Lainnya(%)
2022;Aceh;Kab. Aceh Selatan;35.217,68;;;;;;;;;
2022;Aceh;Kab. Aceh Tenggara;33.332,97;41,00;11,00;2,00;18,00;2,00;5,00;17,00;4,00;
2022;Aceh;Kab. Aceh Timur;63.195,95;37,00;14,00;5,00;26,00;5,00;3,00;2,00;4,00;4,00
2022;Aceh;Kab. Aceh Barat;37.021,59;41,80;13,30;10,70;18,20;3,10;2,60;1,80;2,00;6,50
2022;Aceh;Kab. Pidie;64.897,73;8,50;7,50;19,30;35,70;4,00;1,00;3,00;2,00;19,00
2022;Aceh;Kab. Simeulue;16.280,89;5,18;13,05;11,93;35,73;16,88;6,65;5,55;2,03;3,00
2022;Aceh;Kab. Aceh Singkil;19.261,34;30,00;10,00;15,00;22,00;2,00;5,00;3,00;2,00;11,00
2022;Aceh;Kab. Aceh Barat Daya;28.348,09;32,50;11,00;20,00;12,00;11,00;1,50;3,00;4,00;5,00
2022;Aceh;Kab. Gayo Lues;14.986,02;35,00;23,00;5,00;25,00;;;;2,00;10,00
2022;Aceh;Kab. Aceh Jaya;17.231,29;65,00;1,00;11,00;14,00;3,50;1,00;1,00;2,50;1,00
2022;Aceh;Kab. Nagan Raya;25.315,38;38,00;14,00;11,00;20,00;1,00;1,00;2,00;1,00;12,00
2022;Aceh;Kab. Aceh Tamiang;44.062,80;35,00;15,00;15,00;30,00;1,00;1,00;1,00;1,00;1,00
2022;Aceh;Kab. Bener Meriah;24.084,74;21,00;25,00;19,00;18,00;3,00;3,00;3,00;3,00;5,00
2022;Aceh;Kab. Pidie Jaya;29.029,44;19,00;26,30;13,00;26,00;2,50;3,50;3,70;3,50;2,50
2022;Aceh;Kota Banda Aceh;92.055,88;32,40;20,60;3,00;4,80;4,60;6,80;13,20;4,75;9,85
2022;Aceh;Kota Sabang;6.308,37;26,50;16,60;10,50;22,60;6,10;4,30;4,30;3,70;5,40
2022;Aceh;Kota Langsa;34.470,24;19,00;20,00;8,00;12,00;14,00;10,00;7,00;8,00;2,00
2022;Aceh;Kota Subulussalam;13.529,97;28,00;15,00;10,00;18,00;2,00;7,00;8,00;2,00;10,00
2022;Sumatera Utara;Kab. Tapanuli Tengah;67.397,25;54,60;0,01;11,39;13,15;0,37;3,28;0,84;1,59;14,77
2022;Sumatera Utara;Kab. Nias;21.272,35;;;;;;;;;
2022;Sumatera Utara;Kab. Langkat;190.323,78;38,00;30,00;24,00;7,00;0,20;0,20;0,10;;
2022;Sumatera Utara;Kab. Deli Serdang;411.211,01;20,50;24,00;13,80;20,20;6,00;5,00;3,00;2,00;5,50
2022;Sumatera Utara;Kab. Simalungun;186.444,74;5,50;1,93;15,44;20,46;0,37;7,70;4,50;8,60;35,50
2022;Sumatera Utara;Kab. Asahan;172.564,99;;;;;;;;;
2022;Sumatera Utara;Kab. Toba;35.059,00;;;;;;;;;
2022;Sumatera Utara;Kab. Humbang Hasundutan;21.653,73;12,00;55,00;10,00;13,00;3,00;1,00;0,20;0,80;5,00
2022;Sumatera Utara;Kota Medan;628.749,22;;;;;;;;;
2022;Sumatera Utara;Kota Pematang Siantar;88.121,44;45,00;6,00;12,00;10,00;5,00;3,00;4,00;4,00;11,00
2022;Sumatera Utara;Kota Tebing Tinggi;45.488,20;62,70;1,73;11,43;16,65;0,73;2,60;0,71;1,83;1,62
2022;Sumatera Utara;Kota Padangsidimpuan;59.065,98;49,93;7,58;13,56;12,71;0,38;3,29;1,13;2,17;9,25
2022;Sumatera Barat;Kab. Pesisir Selatan;55.803,17;20,40;19,60;23,00;19,00;16,00;0,42;1,58;;
2022;Sumatera Barat;Kab. Solok;57.558,60;29,00;20,00;12,00;22,00;2,00;2,00;2,00;2,00;9,00
2022;Sumatera Barat;Kab. Sijunjung;35.513,89;20,80;38,12;16,48;20,00;3,90;0,40;0,30;;
2022;Sumatera Barat;Kab. Tanah Datar;47.057,29;69,34;;8,63;6,00;2,24;1,57;;3,33;8,89
2022;Sumatera Barat;Kab. Padang Pariaman;79.593,54;31,82;;12,78;43,77;0,21;0,78;2,07;0,54;8,03
2022;Sumatera Barat;Kab. Agam;77.993,64;70,00;4,02;6,00;8,00;2,00;0,28;0,10;0,60;9,00
2022;Sumatera Barat;Kab. Lima Puluh Kota;55.954,79;;;;;;;;;
2022;Sumatera Barat;Kab. Pasaman;44.253,04;66,28;2,10;11,41;11,25;2,93;1,41;1,36;1,86;1,40
2022;Sumatera Barat;Kab. Dharmasraya;37.831,10;;;;;;;;;
2022;Sumatera Barat;Kab. Solok Selatan;26.988,68;34,25;0,78;16,35;25,69;0,13;0,59;0,55;2,41;19,25
2022;Sumatera Barat;Kab. Pasaman Barat;63.876,75;40,00;10,00;15,00;20,00;5,00;;;5,00;5,00
2022;Sumatera Barat;Kota Padang;234.973,13;62,80;6,84;5,70;12,40;0,19;3,30;1,50;2,40;4,87
2022;Sumatera Barat;Kota Solok;19.810,19;45,70;10,02;11,10;23,20;0,84;0,60;0,21;1,10;7,23
2022;Sumatera Barat;Kota Sawahlunto;6.882,56;46,00;10,00;11,00;14,00;3,00;5,00;4,00;5,00;2,00
2022;Sumatera Barat;Kota Padang Panjang;17.865,14;43,15;23,56;14,35;12,67;1,50;0,95;0,80;1,19;1,83
2022;Sumatera Barat;Kota Bukittinggi;45.707,54;61,12;1,14;16,50;18,72;0,46;0,89;;0,50;0,67
2022;Sumatera Barat;Kota Payakumbuh;36.608,81;51,62;7,43;11,42;21,54;0,65;1,56;0,57;0,87;4,34
2022;Sumatera Barat;Kota Pariaman;13.963,44;54,18;10,95;14,56;13,77;1,66;0,91;0,65;1,61;1,71
2022;Riau;Kab. Indragiri Hulu;66.173,19;20,00;10,00;10,00;20,00;5,00;5,00;5,00;5,00;20,00
2022;Riau;Kab. Bengkalis;95.585,50;72,90;3,62;2,89;5,02;0,52;0,96;0,91;1,98;10,66
2022;Riau;Kab. Rokan Hulu;132.613,76;30,50;6,00;8,80;20,20;0,70;3,90;1,20;1,30;27,40
2022;Riau;Kab. Rokan Hilir;121.580,59;14,00;22,00;15,00;32,00;3,00;4,00;2,00;2,00;6,00
2022;Riau;Kab. Siak;68.135,72;39,00;15,00;10,00;26,00;1,00;2,00;2,00;3,00;2,00
2022;Riau;Kab. Kuantan Singingi;50.800,55;;;;;;;;;
2022;Riau;Kota Pekanbaru;356.503,31;59,00;3,00;12,00;10,00;2,00;1,00;1,00;1,00;11,00
2022;Riau;Kota Dumai;60.559,34;48,97;7,50;5,30;8,95;2,27;3,72;2,50;2,79;18,00
2022;Jambi;Kab. Merangin;73.778,36;;;;;;;;;
2022;Jambi;Kab. Sarolangun;42.865,60;61,20;1,79;11,20;23,39;0,07;0,70;0,14;0,26;1,25
2022;Jambi;Kab. Bungo;57.857,03;60,50;4,10;14,10;5,90;1,80;1,50;5,15;1,00;5,95
2022;Jambi;Kota Jambi;159.688,01;16,11;23,84;7,38;44,07;0,89;0,57;1,23;0,30;5,61
2022;Jambi;Kota Sungai Penuh;18.295,44;24,00;;18,00;20,00;15,00;9,00;11,00;;3,00
2022;Sumatera Selatan;Kab. Ogan Komering Ulu;55.556,50;35,00;25,00;10,00;15,00;7,00;3,00;2,00;3,00;
2022;Sumatera Selatan;Kab. Muara Enim;157.811,87;61,02;8,07;7,38;17,18;1,14;1,33;0,36;0,31;3,21
2022;Sumatera Selatan;Kab. Lahat;98.406,85;60,00;10,10;2,00;14,00;1,74;5,50;0,26;0,90;5,50
2022;Sumatera Selatan;Kab. Musi Rawas;93.259,27;;;;;;;;;
2022;Sumatera Selatan;Kab. Musi Banyuasin;94.145,47;;;;;;;;;
2022;Sumatera Selatan;Kab. Banyuasin;211.235,90;39,15;8,53;16,00;13,28;0,98;1,57;1,99;1,40;17,10
2022;Sumatera Selatan;Kab. Ogan Komering Ulu Timur;102.981,68;12,00;9,00;22,00;27,00;3,00;5,00;3,00;2,00;17,00
2022;Sumatera Selatan;Kab. Penukal Abab Lematang Ilir;37.316,32;60,30;5,60;10,28;17,20;4,55;0,55;0,15;0,42;0,95
2022;Sumatera Selatan;Kota Palembang;439.815,66;53,00;5,50;14,00;17,00;1,50;3,00;4,00;1,00;1,00
2022;Sumatera Selatan;Kota Prabumulih;35.918,19;50,56;9,80;6,02;26,60;1,84;1,80;0,60;1,80;0,98
2022;Bengkulu;Kab. Bengkulu Utara;69.207,72;31,60;37,50;7,40;6,30;5,10;0,80;2,90;2,50;5,90
2022;Bengkulu;Kab. Seluma;38.417,16;59,00;7,00;9,00;9,00;10,00;1,00;1,00;1,00;3,00
2022;Bengkulu;Kab. Lebong;29.409,84;64,45;8,57;8,56;12,86;0,20;0,89;1,60;0,07;2,80
2022;Lampung;Kab. Lampung Tengah;161.774,75;41,00;1,00;2,00;24,00;1,00;19,00;8,00;3,00;1,00
2022;Lampung;Kab. Tanggamus;133.452,35;31,00;24,37;13,22;21,00;0,44;0,65;0,14;1,72;7,36
2022;Lampung;Kab. Way Kanan;70.086,13;61,00;19,00;4,00;8,00;4,00;1,00;2,00;1,00;
2022;Lampung;Kab. Pringsewu;59.396,16;50,00;15,00;5,00;20,00;1,00;0,25;0,25;0,25;8,25
2022;Lampung;Kab. Tulang Bawang Barat;41.787,68;;;;;;;;;
2022;Lampung;Kota Bandar Lampung;287.057,55;40,40;12,90;11,70;17,40;3,10;2,50;1,80;2,30;7,90
2022;Lampung;Kota Metro;38.125,71;56,47;6,24;9,40;24,07;0,56;1,25;0,27;0,88;0,86
2022;Kepulauan Bangka Belitung;Kab. Bangka;48.814,22;39,85;13,96;12,07;16,97;3,37;2,69;1,98;2,31;6,80
2022;Kepulauan Bangka Belitung;Kab. Belitung;26.864,58;1,00;28,00;2,00;63,00;0,01;1,00;2,54;2,40;0,05
2022;Kepulauan Bangka Belitung;Kab. Bangka Tengah;30.061,11;41,90;8,50;3,80;14,30;3,90;4,90;;5,50;17,20
2022;Kepulauan Bangka Belitung;Kab. Belitung Timur;18.585,22;57,00;;5,00;17,00;2,00;2,00;2,00;1,00;14,00
2022;Kepulauan Riau;Kab. Bintan;20.409,89;41,00;5,80;24,00;16,40;1,00;1,50;3,20;2,50;4,60
2022;Kepulauan Riau;Kab. Karimun;68.008,22;23,00;19,00;24,00;24,50;4,00;2,50;1,50;1,20;0,30
2022;Kepulauan Riau;Kab. Natuna;12.475,12;;;;;;;;;
2022;Kepulauan Riau;Kab. Lingga;10.376,55;41,20;13,60;18,30;10,20;1,80;8,90;3,90;1,90;0,20
2022;Kepulauan Riau;Kab. Kepulauan Anambas;4.818,00;;;;;;;;;
2022;Kepulauan Riau;Kota Batam;413.461,60;;;;;;;;;
2022;Kepulauan Riau;Kota Tanjung Pinang;56.905,36;;;;;;;;;
2022;DKI Jakarta;Kab. Adm. Kep. Seribu;6.531,08;25,50;31,59;12,17;19,18;1,27;0,74;0,44;2,03;7,08
2022;DKI Jakarta;Kota Adm. Jakarta Pusat;310.268,53;;;;;;;;;
2022;DKI Jakarta;Kota Adm. Jakarta Utara;499.480,75;;;;;;;;;
2022;DKI Jakarta;Kota Adm. Jakarta Barat;738.547,77;;;;;;;;;
2022;DKI Jakarta;Kota Adm. Jakarta Selatan;713.300,85;;;;;;;;;
2022;DKI Jakarta;Kota Adm. Jakarta Timur;844.252,43;;;;;;;;;
2022;Jawa Barat;Kab. Bandung;468.351,94;;;;;;;;;
2022;Jawa Barat;Kab. Garut;405.969,55;59,30;;6,30;20,50;1,00;2,60;;3,40;6,90
2022;Jawa Barat;Kab. Ciamis;209.758,49;38,00;0,40;16,00;20,00;10,00;4,00;1,00;10,20;0,40
2022;Jawa Barat;Kab. Kuningan;218.782,10;40,00;17,00;10,00;16,00;4,00;3,00;2,00;2,00;6,00
2022;Jawa Barat;Kab. Sumedang;161.592,02;20,00;15,00;5,00;40,00;3,00;3,00;2,00;2,00;10,00
2022;Jawa Barat;Kab. Indramayu;406.481,07;27,00;6,40;25,00;35,80;1,00;1,80;0,80;0,70;1,50
2022;Jawa Barat;Kab. Karawang;366.436,49;64,00;1,00;9,00;14,00;2,00;1,00;;1,00;8,00
2022;Jawa Barat;Kab. Bekasi;821.379,10;;;;;;;;;
2022;Jawa Barat;Kota Bogor;271.727,57;40,00;14,00;20,00;15,00;1,00;2,50;0,50;1,00;6,00
2022;Jawa Barat;Kota Sukabumi;65.828,41;39,98;13,98;13,98;17,03;3,30;2,75;2,00;2,30;4,68
2022;Jawa Barat;Kota Bandung;581.876,52;44,52;3,98;13,12;16,70;0,90;4,75;2,38;1,97;11,68
2022;Jawa Barat;Kota Bekasi;668.179,00;65,20;7,20;4,20;15,60;0,20;6,30;0,50;0,50;0,30
2022;Jawa Barat;Kota Cimahi;100.542,32;;50,60;8,60;15,60;3,10;5,30;;3,00;13,80
2022;Jawa Barat;Kota Tasikmalaya;116.475,95;48,70;;5,80;5,40;0,20;1,90;;6,30;31,60
2022;Jawa Barat;Kota Banjar;31.267,80;;;;;;;;;
2022;Jawa Tengah;Kab. Cilacap;347.055,78;57,67;1,71;9,71;16,42;1,33;1,25;;1,17;10,74
2022;Jawa Tengah;Kab. Banyumas;195.964,49;36,00;6,00;6,00;30,00;9,00;5,00;3,00;5,00;
2022;Jawa Tengah;Kab. Purbalingga;186.120,80;60,47;2,09;8,95;18,49;0,68;2,34;5,14;0,87;0,97
2022;Jawa Tengah;Kab. Kebumen;169.013,40;30,00;36,80;7,00;12,00;7,00;4,00;2,00;1,00;0,20
2022;Jawa Tengah;Kab. Purworejo;105.694,22;16,00;52,00;2,00;15,00;1,00;1,50;0,20;1,50;10,00
2022;Jawa Tengah;Kab. Wonosobo;133.682,56;68,93;1,50;12,57;10,11;3,50;0,60;0,31;1,14;1,34
2022;Jawa Tengah;Kab. Boyolali;106.781,29;;;;;;;;;
2022;Jawa Tengah;Kab. Klaten;234.703,44;67,42;3,82;10,46;15,05;0,10;0,42;0,08;0,65;2,00
2022;Jawa Tengah;Kab. Sukoharjo;132.101,09;60,80;1,88;9,81;17,03;1,98;2,28;1,82;1,27;3,13
2022;Jawa Tengah;Kab. Wonogiri;126.917,85;25,00;10,00;20,00;25,00;5,00;5,00;2,50;5,00;2,50
2022;Jawa Tengah;Kab. Karanganyar;137.065,97;63,00;2,00;5,00;20,00;1,00;2,00;2,00;3,00;2,00
2022;Jawa Tengah;Kab. Sragen;215.417,38;74,30;0,80;8,90;11,20;0,50;1,80;0,30;1,80;0,40
2022;Jawa Tengah;Kab. Grobogan;310.021,75;;;;;;;;;
2022;Jawa Tengah;Kab. Blora;139.811,75;26,00;6,00;15,00;38,00;8,00;2,00;1,50;3,00;0,50
2022;Jawa Tengah;Kab. Rembang;92.026,00;38,12;1,59;13,38;34,45;0,93;1,88;0,77;1,33;7,55
2022;Jawa Tengah;Kab. Kudus;163.578,95;24,71;21,11;15,90;18,29;6,55;4,53;3,02;4,80;1,09
2022;Jawa Tengah;Kab. Jepara;150.516,42;53,31;0,96;8,79;23,36;0,69;2,44;0,94;1,16;8,35
2022;Jawa Tengah;Kab. Demak;263.666,36;47,00;4,00;15,00;22,00;0,05;0,05;5,00;2,90;4,00
2022;Jawa Tengah;Kab. Semarang;193.421,53;;;;;;;;;
2022;Jawa Tengah;Kab. Temanggung;146.050,37;32,90;18,85;5,39;17,44;7,06;2,01;2,00;2,06;12,29
2022;Jawa Tengah;Kab. Kendal;149.652,92;83,00;6,61;0,72;5,26;0,09;0,80;0,03;0,14;3,35
2022;Jawa Tengah;Kab. Batang;207.055,41;28,00;13,00;13,00;16,00;7,00;6,00;3,00;6,00;8,00
2022;Jawa Tengah;Kab. Pekalongan;142.569,58;7,00;8,20;6,50;10,20;0,80;3,00;2,00;0,20;62,10
2022;Jawa Tengah;Kab. Pemalang;216.694,51;;;;;;;;;
2022;Jawa Tengah;Kab. Tegal;306.466,23;35,00;11,00;12,00;14,00;7,00;6,00;3,00;7,00;5,00
2022;Jawa Tengah;Kab. Brebes;366.937,60;5,00;50,00;5,00;25,00;4,00;4,00;1,00;1,00;5,00
2022;Jawa Tengah;Kota Magelang;29.384,62;33,70;13,30;18,80;21,50;0,80;1,80;0,50;3,70;5,90
2022;Jawa Tengah;Kota Surakarta;137.345,45;38,18;5,64;13,64;22,73;3,64;7,27;;;8,90
2022;Jawa Tengah;Kota Salatiga;41.668,28;;;24,60;5,54;12,30;6,16;;12,91;20,72
2022;Jawa Tengah;Kota Semarang;431.085,22;60,79;;10,18;17,20;1,22;4,94;1,00;1,79;2,88
2022;Jawa Tengah;Kota Tegal;79.365,97;;;;;;;;;
2022;D.I. Yogyakarta;Kab. Kulon Progo;64.730,71;67,18;;12,60;17,22;1,68;0,21;;1,11;
2022;D.I. Yogyakarta;Kab. Gunungkidul;137.871,89;;;;;;;;;
2022;D.I. Yogyakarta;Kota Yogyakarta;110.642,60;46,45;0,25;17,40;31,05;0,55;1,05;0,60;1,05;1,60
2022;Jawa Timur;Kab. Pacitan;104.999,96;34,00;4,50;8,30;35,00;5,00;8,00;3,00;2,00;0,20
2022;Jawa Timur;Kab. Ponorogo;139.552,64;44,76;0,36;16,53;21,89;0,48;6,62;1,43;0,60;7,33
2022;Jawa Timur;Kab. Trenggalek;111.498,74;67,48;3,55;10,77;11,62;1,00;1,05;1,14;1,60;1,79
2022;Jawa Timur;Kab. Tulungagung;202.148,86;46,00;15,60;7,50;12,50;5,00;4,80;2,00;2,00;4,60
2022;Jawa Timur;Kab. Kediri;240.082,40;46,40;22,47;4,28;11,31;0,20;2,02;0,63;4,75;7,94
2022;Jawa Timur;Kab. Malang;350.614,09;60,64;6,51;13,20;15,26;0,27;1,12;0,40;0,67;1,93
2022;Jawa Timur;Kab. Lumajang;191.446,12;40,25;17,35;10,65;17,80;1,15;3,25;1,45;1,50;6,60
2022;Jawa Timur;Kab. Jember;370.362,43;50,00;5,00;5,00;30,00;1,00;;5,00;1,00;3,00
2022;Jawa Timur;Kab. Banyuwangi;297.078,45;;;;;;;;;
2022;Jawa Timur;Kab. Situbondo;93.891,73;44,40;13,80;16,20;24,00;0,20;0,60;0,20;0,20;0,40
2022;Jawa Timur;Kab. Mojokerto;168.322,61;47,88;1,91;19,54;21,07;0,53;0,47;0,17;0,24;8,19
2022;Jawa Timur;Kab. Jombang;193.583,44;48,85;7,27;7,93;12,50;1,24;2,71;1,33;1,24;16,93
2022;Jawa Timur;Kab. Nganjuk;162.107,74;61,50;2,00;13,10;12,30;6,00;1,00;1,00;1,00;2,10
2022;Jawa Timur;Kab. Magetan;100.647,87;35,00;25,00;8,00;15,00;1,00;1,00;2,00;3,00;10,00
2022;Jawa Timur;Kab. Ngawi;130.696,23;38,30;3,80;10,40;30,60;2,40;2,30;3,70;3,50;5,00
2022;Jawa Timur;Kab. Bojonegoro;137.271,36;45,00;34,00;3,00;7,00;1,00;0,50;0,50;1,00;8,00
2022;Jawa Timur;Kab. Tuban;184.439,37;58,52;15,32;5,78;11,02;0,17;1,62;0,10;1,33;6,14
2022;Jawa Timur;Kab. Gresik;142.835,43;55,29;10,29;4,47;11,58;0,47;4,84;2,02;1,37;9,67
2022;Jawa Timur;Kab. Sampang;169.511,29;45,00;11,00;10,00;15,00;1,00;2,00;1,00;1,00;14,00
2022;Jawa Timur;Kab. Pamekasan;101.140,55;55,00;4,00;7,00;13,00;3,00;5,00;2,00;2,00;9,00
2022;Jawa Timur;Kab. Sumenep;132.197,86;;;;;;;;;
2022;Jawa Timur;Kota Kediri;65.183,70;56,40;8,20;12,80;12,00;4,50;2,40;1,40;0,90;1,40
2022;Jawa Timur;Kota Blitar;27.732,70;53,00;13,60;5,20;9,10;0,80;2,90;3,00;3,40;9,00
2022;Jawa Timur;Kota Malang;279.148,37;54,39;13,60;4,47;13,66;0,98;0,52;0,21;1,78;10,39
2022;Jawa Timur;Kota Probolinggo;35.465,15;61,55;4,06;9,12;19,29;0,74;0,93;1,43;0,86;2,02
2022;Jawa Timur;Kota Pasuruan;53.297,25;5,61;16,82;31,06;34,59;4,52;0,38;0,44;4,53;2,05
2022;Jawa Timur;Kota Mojokerto;24.420,33;73,10;0,02;9,51;13,45;0,32;0,90;0,11;0,49;2,10
2022;Jawa Timur;Kota Madiun;44.219,80;81,00;1,50;7,90;4,00;2,50;0,90;0,90;0,80;0,50
2022;Jawa Timur;Kota Surabaya;651.043,42;;;;;;;;;
2022;Jawa Timur;Kota Batu;49.359,46;4,00;2,00;6,00;4,00;1,00;;;1,00;
2022;Banten;Kab. Lebak;215.885,24;30,00;12,00;10,00;15,00;8,00;5,00;5,00;10,00;5,00
2022;Banten;Kab. Tangerang;841.497,68;38,15;19,50;14,89;18,60;1,55;3,16;0,83;2,28;1,04
2022;Banten;Kab. Serang;414.581,97;;;;;;;;;
2022;Banten;Kota Tangerang;504.258,12;57,65;0,44;13,18;19,66;1,07;2,32;0,80;0,37;4,51
2022;Banten;Kota Cilegon;83.169,08;40,00;17,00;10,00;16,00;4,00;;;1,00;
2022;Banten;Kota Serang;213.464,02;66,05;5,06;8,10;20,05;0,30;0,13;0,21;0,09;0,01
2022;Banten;Kota Tangerang Selatan;355.009,43;35,63;14,08;13,45;17,36;0,38;0,67;0,48;0,85;17,10
2022;Bali;Kab. Jembrana;59.472,92;27,37;47,94;0,84;19,04;0,71;0,03;3,13;0,61;0,33
2022;Bali;Kab. Badung;119.474,58;16,00;33,90;11,10;28,40;2,60;2,10;0,67;0,90;4,33
2022;Bali;Kab. Gianyar;196.698,50;;;;;;;;;
2022;Bali;Kab. Klungkung;37.643,55;29,00;41,00;4,00;14,00;1,00;;7,00;;4,00
2022;Bali;Kab. Bangli;40.836,05;13,00;69,00;1,80;5,50;3,40;0,01;1,03;3,20;3,06
2022;Bali;Kab. Karangasem;113.711,83;59,00;10,00;18,00;8,00;1,00;1,00;1,00;1,00;1,00
2022;Bali;Kab. Buleleng;143.283,67;4,00;68,41;6,69;14,69;0,23;1,79;0,52;0,77;2,90
2022;Bali;Kota Denpasar;316.312,65;6,57;69,85;6,34;8,21;1,52;0,47;0,55;1,12;5,37
2022;Nusa Tenggara Barat;Kab. Lombok Barat;105.336,08;20,00;11,40;19,30;0,78;9,70;0,30;7,60;0,10;9,00
2022;Nusa Tenggara Barat;Kab. Lombok Tengah;153.263,50;55,00;;9,00;13,00;10,00;;;;13,00
2022;Nusa Tenggara Barat;Kab. Lombok Timur;196.209,55;36,00;23,00;3,50;19,00;7,00;4,00;3,00;4,00;0,50
2022;Nusa Tenggara Barat;Kab. Sumbawa;94.820,43;38,21;8,18;12,19;20,34;2,36;0,51;0,68;4,28;13,25
2022;Nusa Tenggara Barat;Kab. Bima;101.102,08;40,00;5,00;5,00;20,00;;;;;30,00
2022;Nusa Tenggara Barat;Kab. Lombok Utara;37.446,08;60,00;5,00;5,00;15,00;5,00;2,00;2,00;2,00;4,00
2022;Nusa Tenggara Barat;Kota Mataram;96.436,87;;;;;;;;;
2022;Nusa Tenggara Barat;Kota Bima;30.189,37;34,00;22,00;7,00;20,00;6,00;5,00;2,00;4,00;
2022;Nusa Tenggara Timur;Kab. Manggarai Barat;30.972,44;20,00;25,00;15,00;28,00;3,00;2,00;;5,00;2,00
2022;Nusa Tenggara Timur;Kota Kupang;83.192,63;28,50;16,50;14,00;20,50;5,00;3,00;1,50;2,50;8,50
2022;Kalimantan Barat;Kab. Sambas;116.112,00;40,00;5,60;14,20;25,00;0,30;1,00;0,90;2,00;11,00
2022;Kalimantan Barat;Kab. Mempawah;30.669,65;1,00;8,10;1,60;13,40;15,10;;8,30;;52,50
2022;Kalimantan Barat;Kab. Sanggau;89.841,83;;;;;;;;;
2022;Kalimantan Barat;Kab. Kapuas Hulu;48.663,81;44,77;1,32;12,80;28,62;2,20;1,51;2,56;2,29;3,93
2022;Kalimantan Barat;Kota Pontianak;146.560,71;12,00;;;;;;;;
2022;Kalimantan Barat;Kota Singkawang;34.297,93;76,00;;8,40;7,80;3,60;;;;4,20
2022;Kalimantan Tengah;Kab. Kapuas;77.235,83;;;;;;;;;
2022;Kalimantan Tengah;Kab. Barito Selatan;24.439,67;80,00;12,00;4,00;1,00;1,00;1,00;;;1,00
2022;Kalimantan Tengah;Kab. Barito Utara;22.603,87;30,00;12,00;14,00;20,00;5,00;5,00;2,00;2,00;10,00
2022;Kalimantan Tengah;Kab. Seruyan;29.999,35;30,00;15,00;10,50;25,00;2,00;1,50;5,00;2,50;8,50
2022;Kalimantan Tengah;Kab. Gunung Mas;37.058,36;18,00;10,00;10,00;50,00;3,00;0,50;2,00;1,00;5,50
2022;Kalimantan Tengah;Kab. Pulang Pisau;24.945,74;23,51;26,74;13,31;25,13;3,19;2,41;0,83;1,79;3,09
2022;Kalimantan Tengah;Kab. Murung Raya;20.339,81;20,00;10,00;10,00;25,00;2,00;8,00;4,00;5,00;16,00
2022;Kalimantan Tengah;Kab. Barito Timur;16.798,32;32,00;9,00;7,00;37,00;1,00;5,00;6,50;1,20;1,30
2022;Kalimantan Tengah;Kota Palangkaraya;55.448,06;42,05;4,33;8,54;19,49;1,28;2,36;2,18;2,04;17,73
2022;Kalimantan Selatan;Kab. Tanah Laut;51.807,37;;;;;;;;;
2022;Kalimantan Selatan;Kab. Kotabaru;66.143,51;52,50;2,30;5,60;23,10;0,80;1,60;0,70;1,60;11,80
2022;Kalimantan Selatan;Kab. Banjar;149.097,33;;;;;;;;;
2022;Kalimantan Selatan;Kab. Barito Kuala;35.179,83;59,50;9,50;10,50;12,00;3,10;1,90;0,50;2,00;1,00
2022;Kalimantan Selatan;Kab. Tapin;29.966,79;;;;;;;;;
2022;Kalimantan Selatan;Kab. Hulu Sungai Selatan;35.330,10;55,18;1,48;13,13;25,35;2,90;0,46;0,90;0,40;0,20
2022;Kalimantan Selatan;Kab. Hulu Sungai Tengah;38.070,08;;;;;;;;;
2022;Kalimantan Selatan;Kab. Tabalong;37.507,84;36,00;2,00;17,00;24,00;1,00;3,00;1,00;3,00;13,00
2022;Kalimantan Selatan;Kab. Tanah Bumbu;60.743,48;64,04;4,23;3,20;12,30;2,10;2,20;1,24;2,23;8,46
2022;Kalimantan Selatan;Kab. Balangan;20.576,25;57,46;10,24;10,95;14,62;2,06;1,67;0,72;1,20;1,08
2022;Kalimantan Selatan;Kota Banjarbaru;67.079,71;;51,24;0,43;32,35;0,86;0,00;;0,52;14,60
2022;Kalimantan Timur;Kab. Paser;43.300,97;54,99;0,22;10,20;13,64;1,38;13,56;1,20;3,52;1,29
2022;Kalimantan Timur;Kab. Kutai Kartanegara;114.524,75;73,92;0,98;10,43;7,86;2,04;1,57;0,55;1,75;0,90
2022;Kalimantan Timur;Kab. Berau;49.801,88;55,39;1,28;3,74;26,47;9,63;0,20;0,20;0,99;2,10
2022;Kalimantan Timur;Kab. Kutai Barat;25.639,06;;;;;;;;;
2022;Kalimantan Timur;Kab. Kutai Timur;77.674,37;42,00;20,00;8,00;23,00;3,00;1,00;1,00;1,00;1,00
2022;Kalimantan Timur;Kab. Penajam Paser Utara;35.033,98;46,13;1,09;20,87;29,83;0,22;0,02;0,67;0,83;0,34
2022;Kalimantan Timur;Kab. Mahakam Ulu;5.584,64;50,00;5,00;8,00;30,00;3,00;1,00;1,00;1,00;1,00
2022;Kalimantan Timur;Kota Balikpapan;187.875,03;42,30;6,36;10,26;7,20;3,87;2,94;0,98;6,56;19,53
2022;Kalimantan Timur;Kota Samarinda;214.347,89;53,39;7,00;17,00;19,90;0,65;0,62;0,06;0,92;0,46
2022;Kalimantan Timur;Kota Bontang;38.046,40;44,12;6,00;27,50;18,00;2,10;0,03;0,25;1,05;0,95
